"id","batch","time","date","worker_assign","officer_assign","created_at","updated_at"
"462","THANKSGIVING","5:30 PM","July 29, 2018","1","1",NULL,NULL
"463","THANKSGIVING","8:30 AM","July 30, 2018","1","1",NULL,NULL
"464","THANKSGIVING","8:30 AM","July 31, 2018","1","1",NULL,NULL
"465","Prayer Meeting","4:30 AM","August 1, 2018","1","1",NULL,NULL
"466","Prayer Meeting","6:30 AM","August 1, 2018","1","1",NULL,NULL
"467","Prayer Meeting","8:30 AM","August 1, 2018","1","1",NULL,NULL
"468","Prayer Meeting","10:30 AM","August 1, 2018","1","1",NULL,NULL
"469","Prayer Meeting","12:30 PM","August 1, 2018","1","1",NULL,NULL
"470","Prayer Meeting","2:30 PM","August 1, 2018","1","1",NULL,NULL
"471","Prayer Meeting","5:30 PM","August 1, 2018","1","1",NULL,NULL
"472","Prayer Meeting","7:30 PM","August 1, 2018","1","1",NULL,NULL
"473","Prayer Meeting","9:30 PM","August 1, 2018","1","1",NULL,NULL
"474","Prayer Meeting","11:30 PM","August 1, 2018","1","1",NULL,NULL
"475","Prayer Meeting","4:30 AM","August 2, 2018","1","1",NULL,NULL
"476","Prayer Meeting","6:30 AM","August 2, 2018","1","1",NULL,NULL
"477","Prayer Meeting","8:30 AM","August 2, 2018","1","1",NULL,NULL
"478","Prayer Meeting","10:30 AM","August 2, 2018","1","1",NULL,NULL
"479","Prayer Meeting","12:30 PM","August 2, 2018","1","1",NULL,NULL
"480","Prayer Meeting","2:30 PM","August 2, 2018","1","1",NULL,NULL
"481","Prayer Meeting","5:30 PM","August 2, 2018","1","1",NULL,NULL
"482","Prayer Meeting","7:30 PM","August 2, 2018","1","1",NULL,NULL
"483","Prayer Meeting","9:30 PM","August 2, 2018","1","1",NULL,NULL
"484","Prayer Meeting","11:30 PM","August 2, 2018","1","1",NULL,NULL
"485","Worship Service","4:30 AM","August 4, 2018","1","1",NULL,NULL
"486","Worship Service","6:30 AM","August 4, 2018","1","1",NULL,NULL
"487","Worship Service","8:30 AM","August 4, 2018","1","1",NULL,NULL
"488","Worship Service","10:30 AM","August 4, 2018","1","1",NULL,NULL
"489","Worship Service","12:30 PM","August 4, 2018","1","1",NULL,NULL
"490","Worship Service","2:30 PM","August 4, 2018","1","1",NULL,NULL
"491","Worship Service","5:30 PM","August 4, 2018","1","1",NULL,NULL
"492","Worship Service","7:30 PM","August 4, 2018","1","1",NULL,NULL
"493","Worship Service","9:30 PM","August 4, 2018","1","1",NULL,NULL
"494","Worship Service","11:30 PM","August 4, 2018","1","1",NULL,NULL
"495","THANKSGIVING","6:00 AM","August 5, 2018","1","1",NULL,NULL
"496","Worship Service","2:30 PM","August 5, 2018","1","1",NULL,NULL
"497","THANKSGIVING","5:30 PM","August 5, 2018","1","1",NULL,NULL
"498","SPM","5:30 PM","August 7, 2018","1","1",NULL,NULL
"499","SPM","5:30 PM","August 8, 2018	","1","1","2018-08-08 18:06:21","2018-08-08 18:06:21"
"500","SPM","9:30 PM","August 8, 2018	","1","1","2018-08-08 18:06:46","2018-08-08 18:06:46"
